"from","to","Carrier","Departures","Seats","Passengers","Aircraft","Distance"
"DFW","MHK","American Eagle Airlines Inc.",32,1600,1125,675,431
"DFW","MHK","American Eagle Airlines Inc.",60,2640,2000,676,431
"DFW","MKE","American Eagle Airlines Inc.",89,5621,4787,631,853
"DFW","MKE","American Eagle Airlines Inc.",61,3050,2373,675,853
"DFW","MLI","American Eagle Airlines Inc.",56,2800,2520,675,691
"DFW","MLU","American Eagle Airlines Inc.",32,1408,457,676,293
"DFW","MOB","American Eagle Airlines Inc.",73,3650,2174,675,540
"DFW","MOB","American Eagle Airlines Inc.",18,792,574,676,540
"DFW","MSN","American Eagle Airlines Inc.",59,2950,2658,675,821
"DFW","MTJ","American Eagle Airlines Inc.",17,1073,981,631,722
"DFW","MTJ","American Eagle Airlines Inc.",1,44,23,676,722
"DFW","ORD","American Eagle Airlines Inc.",1,50,46,675,802
"DFW","PIA","American Eagle Airlines Inc.",61,3050,2597,675,673
"DFW","PNS","American Eagle Airlines Inc.",96,4800,3691,675,604
"DFW","PNS","American Eagle Airlines Inc.",57,2508,1820,676,604
"DFW","RAP","American Eagle Airlines Inc.",30,1500,1271,675,835
"DFW","ROW","American Eagle Airlines Inc.",56,2800,1854,675,435
"DFW","ROW","American Eagle Airlines Inc.",29,1276,1057,676,435
"DFW","SAF","American Eagle Airlines Inc.",33,1650,1196,675,550
"DFW","SAF","American Eagle Airlines Inc.",25,1100,859,676,550
"DFW","SAV","American Eagle Airlines Inc.",61,3050,2838,675,925
"DFW","SDF","American Eagle Airlines Inc.",31,1550,1192,675,733
"DFW","SDF","American Eagle Airlines Inc.",1,44,36,676,733
"DFW","SGF","American Eagle Airlines Inc.",180,9000,5269,675,364
"DFW","SGF","American Eagle Airlines Inc.",56,2464,1596,676,364
"DFW","SHV","American Eagle Airlines Inc.",65,3250,2493,675,190
"DFW","SHV","American Eagle Airlines Inc.",39,1716,1128,676,190
"DFW","SJT","American Eagle Airlines Inc.",15,750,116,675,228
"DFW","SPS","American Eagle Airlines Inc.",26,1300,125,675,113
"DFW","SPS","American Eagle Airlines Inc.",16,704,179,676,113
"DFW","TLH","American Eagle Airlines Inc.",30,1500,1202,675,767
"DFW","TLH","American Eagle Airlines Inc.",1,44,39,676,767
"DFW","TUL","American Eagle Airlines Inc.",31,1550,1088,675,237
"DFW","TXK","American Eagle Airlines Inc.",18,900,503,675,181
"DFW","TXK","American Eagle Airlines Inc.",58,2552,1082,676,181
"DFW","TYR","American Eagle Airlines Inc.",31,1550,596,675,103
"DFW","TYR","American Eagle Airlines Inc.",29,1276,1114,676,103
"DFW","TYS","American Eagle Airlines Inc.",1,63,30,631,772
"DFW","TYS","American Eagle Airlines Inc.",47,2350,1750,675,772
"DFW","TYS","American Eagle Airlines Inc.",100,4400,2869,676,772
"DFW","VPS","American Eagle Airlines Inc.",119,5950,4241,675,641
"DFW","VPS","American Eagle Airlines Inc.",33,1452,649,676,641
"DFW","XNA","American Eagle Airlines Inc.",30,1894,1191,631,281
"DFW","XNA","American Eagle Airlines Inc.",163,8150,5946,675,281
"DFW","XNA","American Eagle Airlines Inc.",5,220,148,676,281
"DSM","DFW","American Eagle Airlines Inc.",159,7950,6845,675,624
"DSM","DFW","American Eagle Airlines Inc.",17,748,663,676,624
"DSM","FSD","American Eagle Airlines Inc.",1,50,38,675,211
"DSM","GRR","American Eagle Airlines Inc.",1,44,31,676,427
"DSM","ORD","American Eagle Airlines Inc.",41,2050,1602,675,299
"DSM","ORD","American Eagle Airlines Inc.",89,3916,3161,676,299
"DTW","LGA","American Eagle Airlines Inc.",23,1477,889,631,501
"DTW","LGA","American Eagle Airlines Inc.",39,1443,982,674,501
"DTW","LGA","American Eagle Airlines Inc.",45,1980,1382,676,501
"DTW","ORD","American Eagle Airlines Inc.",30,1908,1536,631,235
"DTW","ORD","American Eagle Airlines Inc.",144,7200,6344,675,235
"DTW","ORD","American Eagle Airlines Inc.",21,924,668,676,235
"DTW","ROC","American Eagle Airlines Inc.",1,44,42,676,296
"ELP","ORD","American Eagle Airlines Inc.",59,3763,2793,631,1236
"ELP","XNA","American Eagle Airlines Inc.",1,63,30,631,757
"EVV","DFW","American Eagle Airlines Inc.",59,2950,1993,675,642
"EVV","DFW","American Eagle Airlines Inc.",2,88,59,676,642
"EVV","ORD","American Eagle Airlines Inc.",3,111,69,674,273
"EVV","ORD","American Eagle Airlines Inc.",14,700,409,675,273
"EVV","ORD","American Eagle Airlines Inc.",66,2904,1872,676,273
"EWR","GRR","American Eagle Airlines Inc.",1,65,57,631,605
"EWR","ORD","American Eagle Airlines Inc.",75,4781,3586,631,719
"EWR","ORD","American Eagle Airlines Inc.",3,150,113,675,719
"FAR","ORD","American Eagle Airlines Inc.",72,3600,2415,675,557
"FAR","ORD","American Eagle Airlines Inc.",4,176,69,676,557
"FAR","SDF","American Eagle Airlines Inc.",1,50,32,675,825
"FAT","LAX","American Eagle Airlines Inc.",142,6248,4643,676,209
"FAT","RNO","American Eagle Airlines Inc.",1,44,43,676,188
"FAT","SBA","American Eagle Airlines Inc.",1,44,38,676,162
"FAY","DFW","American Eagle Airlines Inc.",6,300,189,675,1052
"FAY","DFW","American Eagle Airlines Inc.",54,2376,1699,676,1052
"FSD","DFW","American Eagle Airlines Inc.",43,2150,1783,675,737
"FSD","FAR","American Eagle Airlines Inc.",1,50,17,675,230
"FSD","ORD","American Eagle Airlines Inc.",30,1500,785,675,462
"FSD","ORD","American Eagle Airlines Inc.",45,1980,1296,676,462
"FSM","DFW","American Eagle Airlines Inc.",6,300,175,675,228
"FSM","DFW","American Eagle Airlines Inc.",68,2992,1760,676,228
"FWA","DFW","American Eagle Airlines Inc.",58,2900,2322,675,859
"FWA","DFW","American Eagle Airlines Inc.",2,88,76,676,859
"FWA","JAN","American Eagle Airlines Inc.",1,50,46,675,656
"FWA","ORD","American Eagle Airlines Inc.",52,2600,2000,675,157
"FWA","ORD","American Eagle Airlines Inc.",4,176,152,676,157
"GGG","DFW","American Eagle Airlines Inc.",31,1550,1301,675,140
"GGG","DFW","American Eagle Airlines Inc.",1,44,32,676,140
"GJT","DFW","American Eagle Airlines Inc.",62,3100,2467,675,772
"GJT","SLC","American Eagle Airlines Inc.",1,63,45,631,217
"GPT","DFW","American Eagle Airlines Inc.",73,3650,2734,675,500
"GPT","DFW","American Eagle Airlines Inc.",19,836,698,676,500
"GRB","MQT","American Eagle Airlines Inc.",24,1200,140,675,134
"GRB","MQT","American Eagle Airlines Inc.",2,88,11,676,134
"GRB","ORD","American Eagle Airlines Inc.",81,4050,2835,675,174
"GRB","ORD","American Eagle Airlines Inc.",27,1188,930,676,174
"GRK","DFW","American Eagle Airlines Inc.",2,126,122,631,134
"GRK","DFW","American Eagle Airlines Inc.",158,7900,5315,675,134
"GRK","DFW","American Eagle Airlines Inc.",14,616,378,676,134
"GRR","DFW","American Eagle Airlines Inc.",60,3000,2520,675,931
"GRR","ORD","American Eagle Airlines Inc.",1,65,20,631,137
"GRR","ORD","American Eagle Airlines Inc.",51,2550,1563,675,137
"GRR","ORD","American Eagle Airlines Inc.",2,88,61,676,137
"GSO","DFW","American Eagle Airlines Inc.",49,2450,2179,675,999
"GSO","DFW","American Eagle Airlines Inc.",26,1144,967,676,999
"GSO","MIA","American Eagle Airlines Inc.",61,3050,2506,675,710
"GSP","DFW","American Eagle Airlines Inc.",90,4500,3587,675,862
"GSP","DFW","American Eagle Airlines Inc.",29,1276,1079,676,862
"GUC","DFW","American Eagle Airlines Inc.",25,1587,936,631,678
"HOU","CRP","American Eagle Airlines Inc.",1,44,16,676,187
"HOU","DFW","American Eagle Airlines Inc.",143,7150,5616,675,247
"HOU","DFW","American Eagle Airlines Inc.",59,2596,2286,676,247
"HSV","ORD","American Eagle Airlines Inc.",51,2550,1406,675,510
"HSV","ORD","American Eagle Airlines Inc.",5,220,155,676,510
"IAH","ORD","American Eagle Airlines Inc.",115,7307,5298,631,925
"ICT","GRR","American Eagle Airlines Inc.",1,44,17,676,725
"ICT","ORD","American Eagle Airlines Inc.",57,2850,2182,675,588
"ICT","ORD","American Eagle Airlines Inc.",25,1100,790,676,588
"IND","JFK","American Eagle Airlines Inc.",26,1300,1113,675,664
"IND","MIA","American Eagle Airlines Inc.",62,3100,2787,675,1021
"IND","ORD","American Eagle Airlines Inc.",121,6050,4913,675,177
"IND","ORD","American Eagle Airlines Inc.",8,352,303,676,177
"JAN","DFW","American Eagle Airlines Inc.",102,5100,4080,675,408
"JAN","DFW","American Eagle Airlines Inc.",137,6028,4091,676,408
"JAN","VPS","American Eagle Airlines Inc.",1,50,31,675,245
"JAX","MIA","American Eagle Airlines Inc.",63,3150,2242,675,334
"JAX","ORD","American Eagle Airlines Inc.",82,4100,2860,675,865
"JAX","SDF","American Eagle Airlines Inc.",1,50,15,675,579
"JFK","BNA","American Eagle Airlines Inc.",1,37,1,674,766
"JFK","BOS","American Eagle Airlines Inc.",77,2849,2399,674,187
"JFK","BOS","American Eagle Airlines Inc.",61,2684,2153,676,187
"JFK","BWI","American Eagle Airlines Inc.",27,1350,1091,675,184
"JFK","CLE","American Eagle Airlines Inc.",25,1250,831,675,425
"JFK","CMH","American Eagle Airlines Inc.",15,555,338,674,483
"JFK","CMH","American Eagle Airlines Inc.",5,250,199,675,483
"JFK","CMH","American Eagle Airlines Inc.",33,1452,1089,676,483
"JFK","CVG","American Eagle Airlines Inc.",26,1300,589,675,589
"JFK","DCA","American Eagle Airlines Inc.",118,4366,3712,674,213
"JFK","DCA","American Eagle Airlines Inc.",17,748,600,676,213
"JFK","IND","American Eagle Airlines Inc.",28,1400,1177,675,664
"JFK","ORF","American Eagle Airlines Inc.",25,1250,923,675,289
"JFK","PIT","American Eagle Airlines Inc.",25,1250,875,675,340
"JFK","RDU","American Eagle Airlines Inc.",60,2220,1864,674,426
"JFK","RDU","American Eagle Airlines Inc.",47,2068,1518,676,426
"JFK","STL","American Eagle Airlines Inc.",27,999,669,674,892
"JFK","STL","American Eagle Airlines Inc.",1,44,30,676,892
"LAW","DFW","American Eagle Airlines Inc.",3,150,91,675,140
"LAX","DEN","American Eagle Airlines Inc.",123,5412,4323,676,862
"LAX","FAT","American Eagle Airlines Inc.",144,6336,3838,676,209
"LAX","MRY","American Eagle Airlines Inc.",87,3828,2665,676,267
"LAX","RNO","American Eagle Airlines Inc.",89,3916,3013,676,390
"LAX","SAF","American Eagle Airlines Inc.",31,1364,975,676,710
"LAX","SAN","American Eagle Airlines Inc.",353,15532,11047,676,109
"LAX","SBA","American Eagle Airlines Inc.",148,6512,4177,676,89
"LAX","SJC","American Eagle Airlines Inc.",183,8052,6495,676,308
"LBB","DFW","American Eagle Airlines Inc.",147,7350,5726,675,282
"LCH","DFW","American Eagle Airlines Inc.",31,1550,1001,675,295
"LCH","DFW","American Eagle Airlines Inc.",30,1320,921,676,295
"LEX","DFW","American Eagle Airlines Inc.",8,400,274,675,785
"LEX","DFW","American Eagle Airlines Inc.",84,3696,2955,676,785
"LEX","ORD","American Eagle Airlines Inc.",5,250,134,675,323
"LEX","ORD","American Eagle Airlines Inc.",51,2244,1197,676,323
"LFT","DFW","American Eagle Airlines Inc.",61,3050,2280,675,351
"LFT","DFW","American Eagle Airlines Inc.",30,1320,1126,676,351
"LGA","ATL","American Eagle Airlines Inc.",180,11564,8244,631,761
"LGA","BNA","American Eagle Airlines Inc.",26,1670,1363,631,764
"LGA","BNA","American Eagle Airlines Inc.",8,296,230,674,764
"LGA","BNA","American Eagle Airlines Inc.",22,968,778,676,764
"LGA","BOS","American Eagle Airlines Inc.",151,5587,3413,674,185
"LGA","BOS","American Eagle Airlines Inc.",14,616,285,676,185
"LGA","CLE","American Eagle Airlines Inc.",26,1672,908,631,418
"LGA","CLE","American Eagle Airlines Inc.",37,1369,993,674,418
"LGA","CLE","American Eagle Airlines Inc.",9,396,202,676,418
"LGA","CLT","American Eagle Airlines Inc.",127,8159,5681,631,544
"LGA","CLT","American Eagle Airlines Inc.",1,37,27,674,544
"LGA","CMH","American Eagle Airlines Inc.",11,711,658,631,478
"LGA","CMH","American Eagle Airlines Inc.",107,3959,3223,674,478
"LGA","CMH","American Eagle Airlines Inc.",13,572,422,676,478
"LGA","CRW","American Eagle Airlines Inc.",20,740,531,674,444
"LGA","CRW","American Eagle Airlines Inc.",1,44,25,676,444
"LGA","DTW","American Eagle Airlines Inc.",23,1477,880,631,501
"LGA","DTW","American Eagle Airlines Inc.",39,1443,940,674,501
"LGA","DTW","American Eagle Airlines Inc.",47,2068,1631,676,501
"LGA","MSP","American Eagle Airlines Inc.",105,6733,4439,631,1020
"LGA","RDU","American Eagle Airlines Inc.",184,11802,8807,631,431
"LGA","RDU","American Eagle Airlines Inc.",3,111,107,674,431
"LGA","RDU","American Eagle Airlines Inc.",46,2024,1730,676,431
"LGA","XNA","American Eagle Airlines Inc.",54,1998,1120,674,1147
"LGA","XNA","American Eagle Airlines Inc.",2,88,45,676,1147
"LIT","DFW","American Eagle Airlines Inc.",134,8454,7054,631,304
"LIT","DFW","American Eagle Airlines Inc.",149,7450,5360,675,304
"LIT","DFW","American Eagle Airlines Inc.",15,660,251,676,304
"LIT","JAN","American Eagle Airlines Inc.",1,44,14,676,208
"LIT","ORD","American Eagle Airlines Inc.",39,2477,1533,631,552
"LIT","ORD","American Eagle Airlines Inc.",70,3500,2812,675,552
"LIT","ORD","American Eagle Airlines Inc.",1,44,26,676,552
"LIT","XNA","American Eagle Airlines Inc.",1,63,24,631,159
"LRD","DFW","American Eagle Airlines Inc.",62,3100,2650,675,394
"LRD","DFW","American Eagle Airlines Inc.",56,2464,1852,676,394
"LSE","ORD","American Eagle Airlines Inc.",4,200,110,675,215
"LSE","ORD","American Eagle Airlines Inc.",24,1056,701,676,215
"MAF","DFW","American Eagle Airlines Inc.",68,3400,2856,675,309
"MAF","DFW","American Eagle Airlines Inc.",29,1276,823,676,309
"MCI","ORD","American Eagle Airlines Inc.",80,4000,3212,675,403
"MCI","ORD","American Eagle Airlines Inc.",1,44,36,676,403
"MDT","AVP","American Eagle Airlines Inc.",1,50,46,675,96
"MDT","LGA","American Eagle Airlines Inc.",1,63,2,631,157
"MDT","ORD","American Eagle Airlines Inc.",81,4050,3092,675,594
"MEM","MIA","American Eagle Airlines Inc.",62,3100,2214,675,860
"MEM","ORD","American Eagle Airlines Inc.",79,3950,2853,675,491
"MEM","ORD","American Eagle Airlines Inc.",1,44,23,676,491
"MGM","DFW","American Eagle Airlines Inc.",82,4100,2986,675,622
"MGM","DFW","American Eagle Airlines Inc.",6,264,140,676,622
"MHK","DFW","American Eagle Airlines Inc.",32,1600,1324,675,431
"MHK","DFW","American Eagle Airlines Inc.",60,2640,2072,676,431
"MHK","ORD","American Eagle Airlines Inc.",29,1450,973,675,501
"MIA","ATL","American Eagle Airlines Inc.",60,3000,2409,675,595
"MIA","BHM","American Eagle Airlines Inc.",62,3100,1451,675,661
"MIA","BNA","American Eagle Airlines Inc.",59,2950,1675,675,806
"MIA","CAE","American Eagle Airlines Inc.",1,50,27,675,563
"MIA","CHS","American Eagle Airlines Inc.",60,3000,1410,675,490
"MIA","CLE","American Eagle Airlines Inc.",61,3050,2122,675,1080
"MIA","CLT","American Eagle Airlines Inc.",123,6150,4306,675,650
"MIA","CMH","American Eagle Airlines Inc.",94,4700,3508,675,990
"MIA","CVG","American Eagle Airlines Inc.",91,4550,2246,675,948
"MIA","CVG","American Eagle Airlines Inc.",1,44,24,676,948
"MIA","GSO","American Eagle Airlines Inc.",62,3100,2098,675,710
"MIA","IND","American Eagle Airlines Inc.",61,3050,2466,675,1021
"MIA","JAX","American Eagle Airlines Inc.",63,3150,2449,675,334
"MIA","MEM","American Eagle Airlines Inc.",62,3100,1707,675,860
"MIA","ORF","American Eagle Airlines Inc.",59,2950,1943,675,802
"MIA","PIT","American Eagle Airlines Inc.",62,3100,2506,675,1013
"MIA","PNS","American Eagle Airlines Inc.",62,3100,2293,675,530
"MIA","RIC","American Eagle Airlines Inc.",62,3100,2339,675,826
"MIA","SDF","American Eagle Airlines Inc.",59,2950,1760,675,911
"MIA","TLH","American Eagle Airlines Inc.",76,3800,1929,675,403
"MIA","TPA","American Eagle Airlines Inc.",1,50,34,675,204
"MIA","TYS","American Eagle Airlines Inc.",62,3100,1442,675,724
"MKE","DFW","American Eagle Airlines Inc.",89,5619,4638,631,853
"MKE","DFW","American Eagle Airlines Inc.",61,3050,2727,675,853
"MLI","DFW","American Eagle Airlines Inc.",56,2800,2487,675,691
"MLI","ORD","American Eagle Airlines Inc.",26,1300,1100,675,139
"MLI","ORD","American Eagle Airlines Inc.",1,44,22,676,139
"MLU","DFW","American Eagle Airlines Inc.",31,1364,988,676,293
"MLU","JAN","American Eagle Airlines Inc.",1,44,33,676,116
"MOB","DFW","American Eagle Airlines Inc.",72,3600,2438,675,540
"MOB","DFW","American Eagle Airlines Inc.",19,836,490,676,540
"MQT","GRB","American Eagle Airlines Inc.",21,1050,129,675,134
"MQT","GRB","American Eagle Airlines Inc.",2,88,9,676,134
"MQT","ORD","American Eagle Airlines Inc.",33,1650,1050,675,303
"MQT","ORD","American Eagle Airlines Inc.",1,44,25,676,303
"MQT","TVC","American Eagle Airlines Inc.",23,1150,95,675,142
"MRY","LAX","American Eagle Airlines Inc.",86,3784,2897,676,267
"MRY","SBA","American Eagle Airlines Inc.",1,44,40,676,187
"MSN","DFW","American Eagle Airlines Inc.",58,2900,2553,675,821
"MSN","ORD","American Eagle Airlines Inc.",53,2650,1919,675,109
"MSN","ORD","American Eagle Airlines Inc.",1,44,37,676,109
"MSP","BOS","American Eagle Airlines Inc.",1,65,17,631,1124
"MSP","LGA","American Eagle Airlines Inc.",100,6410,3599,631,1020
"MSP","ORD","American Eagle Airlines Inc.",132,8392,6086,631,334
"MSY","ORD","American Eagle Airlines Inc.",30,1912,1146,631,837
"MTJ","DFW","American Eagle Airlines Inc.",15,947,623,631,722
"MTJ","ORD","American Eagle Airlines Inc.",2,126,3,631,1081
"OKC","ORD","American Eagle Airlines Inc.",1,63,36,631,693
"OKC","ORD","American Eagle Airlines Inc.",109,5450,4070,675,693
"OKC","ORD","American Eagle Airlines Inc.",1,44,23,676,693
"OMA","DEN","American Eagle Airlines Inc.",1,65,58,631,472
"OMA","ORD","American Eagle Airlines Inc.",89,4450,3593,675,416
"OMA","ORD","American Eagle Airlines Inc.",23,1012,824,676,416
"OMA","SLC","American Eagle Airlines Inc.",1,63,63,631,839
"ORD","ABE","American Eagle Airlines Inc.",32,1600,1100,675,654
"ORD","ABE","American Eagle Airlines Inc.",47,2068,1434,676,654
"ORD","ABQ","American Eagle Airlines Inc.",59,3747,3009,631,1118
"ORD","ATL","American Eagle Airlines Inc.",191,12145,9366,631,606
"ORD","ATL","American Eagle Airlines Inc.",4,200,156,675,606
"ORD","AUS","American Eagle Airlines Inc.",30,1900,1573,631,978
"ORD","AVP","American Eagle Airlines Inc.",1,37,15,674,631
"ORD","AVP","American Eagle Airlines Inc.",6,300,223,675,631
"ORD","AVP","American Eagle Airlines Inc.",52,2288,1645,676,631
"ORD","AZO","American Eagle Airlines Inc.",54,2700,1383,675,122
"ORD","AZO","American Eagle Airlines Inc.",28,1232,348,676,122
"ORD","BDL","American Eagle Airlines Inc.",1,63,25,631,783
"ORD","BDL","American Eagle Airlines Inc.",105,5250,4316,675,783
"ORD","BDL","American Eagle Airlines Inc.",2,88,82,676,783
"ORD","BMI","American Eagle Airlines Inc.",2,74,63,674,116
"ORD","BMI","American Eagle Airlines Inc.",8,400,265,675,116
"ORD","BMI","American Eagle Airlines Inc.",41,1804,1451,676,116
"ORD","BNA","American Eagle Airlines Inc.",144,7200,6097,675,409
"ORD","BNA","American Eagle Airlines Inc.",46,2024,1559,676,409
"ORD","BUF","American Eagle Airlines Inc.",112,5600,4720,675,473
"ORD","BWI","American Eagle Airlines Inc.",106,5300,4382,675,622
"ORD","CHA","American Eagle Airlines Inc.",5,250,122,675,501
"ORD","CHA","American Eagle Airlines Inc.",49,2156,1434,676,501
"ORD","CID","American Eagle Airlines Inc.",13,650,249,675,196
"ORD","CID","American Eagle Airlines Inc.",42,1848,865,676,196
"ORD","CLE","American Eagle Airlines Inc.",52,3306,2120,631,316
"ORD","CLE","American Eagle Airlines Inc.",104,5200,4144,675,316
"ORD","CLE","American Eagle Airlines Inc.",2,88,71,676,316
"ORD","CLT","American Eagle Airlines Inc.",81,4050,3427,675,599
"ORD","CLT","American Eagle Airlines Inc.",30,1320,1021,676,599
"ORD","CMH","American Eagle Airlines Inc.",1,63,57,631,296
"ORD","CMH","American Eagle Airlines Inc.",2,74,58,674,296
"ORD","CMH","American Eagle Airlines Inc.",170,8500,7053,675,296
"ORD","CMH","American Eagle Airlines Inc.",71,3124,2625,676,296
"ORD","CMI","American Eagle Airlines Inc.",1,37,32,674,135
"ORD","CMI","American Eagle Airlines Inc.",108,5400,3666,675,135
"ORD","CMI","American Eagle Airlines Inc.",26,1144,913,676,135
"ORD","COS","American Eagle Airlines Inc.",1,65,56,631,911
"ORD","CRW","American Eagle Airlines Inc.",1,37,28,674,416
"ORD","CRW","American Eagle Airlines Inc.",6,300,149,675,416
"ORD","CRW","American Eagle Airlines Inc.",44,1936,1067,676,416
"ORD","CVG","American Eagle Airlines Inc.",114,5700,3063,675,264
"ORD","CVG","American Eagle Airlines Inc.",16,704,335,676,264
"ORD","DAY","American Eagle Airlines Inc.",51,2550,1719,675,240
"ORD","DAY","American Eagle Airlines Inc.",30,1320,1005,676,240
"ORD","DBQ","American Eagle Airlines Inc.",3,150,133,675,147
